;index;type;name;geometry_name;lon;lat;geometry;K_distance;distance_to_center;normalize_name;okato;prc_children_1_6;region_average_age;count_nearest_postamats;count_nearest_pvz;count_nearest_pvz_shop;food_delivery;velo_parking;digitalization;digitalization_without_postamat;covering_postamats;count_nearest_metro;count_nearest_ngpt;count_nearest_auto_parking;transportization;level_working_region;level_sleeping_region;count_house_flat;population_house_flat;population_house_square;population_house_living_square;count_nearest_postamats_x2;count_nearest_postamats_x3;level_sleep_work_region;region_population;average_salary;average_employees;prc_employees_small_businesses;count_small_enterprises;investments;price_metr_housing;cost_apartment;rating_ecology;entertainment_infrastructure;house_infrastructure_rating;prc_xenophobic;area_per_human_region;population_density_region;population_region;prc_people_higher_education;death_rate;total_fertility_rate;prc_children_5_18;migration_population_growth;natural_population_growth;budget_expenditures;budget_revenues
48037;185;Hexagon_7;8711aa709ffffff;8611aa70fffffff;37.6053332432832;55.89795218995019;POLYGON ((37.58596119398271 55.89261649877451, 37.60274795490387 55.885245325685375, 37.62212138877845 55.890578271041605, 37.62471343045271 55.903285612481376, 37.60792018937538 55.91065882131041, 37.58854138703499 55.905322652116546, 37.58596119398271 55.89261649877451));1.36437;16.038593599080727;бибирево;45280558000;6.29;39.7;85;30;34;7;42;2.1750084646619046;1.5097910733575568;115;2;95;126;0.842701545607681;18472;41620;47429;151781;122369;110178;202;467;2.2531398873971415;159900;56865;819;78.74;115;983;148978;30769;59;74;84;22.2;15.7;24814;159900;35.55;9.1;8.0;12.48;12.3;-1.1;28897;30526
48490;215;Hexagon_7;8711aa72bffffff;8611aa72fffffff;37.53301543333042;55.90200503083427;POLYGON ((37.513662456637235 55.896659326466256, 37.53045382934375 55.889300552715525, 37.5498082077275 55.89464351474203, 37.55237655477487 55.907348475293766, 37.53557867980585 55.914709277182055, 37.516218960324295 55.90936308953932, 37.513662456637235 55.896659326466256));1.36437;17.35230202552599;дмитровский;45277574000;5.76;39.5;42;10;29;3;9;1.0262317008170765;0.6975360486431633;52;0;55;50;0.3687356789119669;5189;12527;15501;49624;40460;36420;150;434;2.4141453073809984;92900;75984;9286;36.69;181;16184;146073;28571;40;48;67;22.19;15.0;12787;92900;21.7;7.3;12.4;9.72;11.4;5.1;20592;21766
48925;224;Hexagon_7;8711aa752ffffff;8611aa757ffffff;37.67767983927173;55.89385447761157;POLYGON ((37.65828876545669 55.888528824036946, 37.67507085608723 55.88114524597451, 37.69446329732593 55.88646815026991, 37.69707904398565 55.89917785381083, 37.680290495395234 55.90656347520104, 37.66089265834262 55.9012373488777, 37.65828876545669 55.888528824036946));1.36437;15.959880932334881;северное медведково;45280583000;6.27;39.1;51;9;14;3;22;1.1855668975146127;0.7864364627320042;60;1;67;47;0.4486264398893605;11227;33264;28470;91109;61260;51620;194;382;2.9628573973456844;127100;56691;3118;59.19;135;4;157143;31667;75;61;91;20.39;15.8;22518;127100;41.09;8.3;7.6;14.63;17.2;-0.7;25100;27239
48926;225;Hexagon_7;8711aa756ffffff;8611aa757ffffff;37.64150295636305;55.895908946464964;POLYGON ((37.62212138877845 55.890578271041605, 37.63890582186899 55.8832008961652, 37.65828876545669 55.888528824036946, 37.66089265834262 55.9012373488777, 37.64410175618284 55.90861676328978, 37.62471343045271 55.903285612481376, 37.62212138877845 55.890578271041605));1.36437;15.83679352364897;северное медведково;45280583000;6.27;39.1;32;7;16;3;15;0.9370428139681508;0.6866080313594551;39;2;51;48;0.4311485853001934;11227;33264;29821;95432;59823;51424;184;416;2.9628573973456844;127100;56691;3118;59.19;135;4;157143;31667;75;61;91;20.39;15.8;22518;127100;41.09;8.3;7.6;14.63;17.2;-0.7;25100;27239
49455;177;Hexagon_7;8711aa700ffffff;8611aa707ffffff;37.50345280527077;55.845841979068425;POLYGON ((37.484134878503866 55.84049596749457, 37.50090447547238 55.833137075037776, 37.52022380695435 55.838480348920996, 37.52277885664614 55.85118574092843, 37.50600276672797 55.85854665754568, 37.48667812034587 55.85320015715639, 37.484134878503866 55.84049596749457));1.36437;12.577091829972703;головинский;45277571000;5.62;42.8;59;25;45;8;30;1.7236605517579027;1.2619214213231202;84;5;80;42;0.6526136836658873;36998;31165;37324;119469;110075;109022;213;508;0.8423428293421266;103100;72323;12448;47.08;253;16535;162667;33090;79;33;59;21.55;17.6;11551;103100;48.34;11.8;7.8;9.54;-2.3;-4.0;67237;72364
49456;181;Hexagon_7;8711aa704ffffff;8611aa707ffffff;37.46736160268761;55.847851408344496;POLYGON ((37.44805321301367 55.84250041417809, 37.46482507561248 55.835147709274416, 37.484134878503866 55.84049596749457, 37.48667812034587 55.85320015715639, 37.4698997538429 55.86055488241862, 37.450584649688864 55.855203396822645, 37.44805321301367 55.84250041417809));1.36437;14.183732951847109;головинский;45277571000;5.62;42.8;57;21;21;7;31;1.5129838680409375;1.0668969115191986;78;7;64;51;0.7017809695352284;29474;24660;27335;87521;74885;58908;248;495;0.8366696071113524;103100;72323;12448;47.08;253;16535;162667;33090;79;33;59;21.55;17.6;11551;103100;48.34;11.8;7.8;9.54;-2.3;-4.0;67237;72364
50097;178;Hexagon_7;8711aa701ffffff;8611aa707ffffff;37.52533554256661;55.86389090644309;POLYGON ((37.50600276672797 55.85854665754568, 37.52277885664614 55.85118574092843, 37.54211303335626 55.85652725000588, 37.5446764485878 55.86923290077803, 37.5278938662778 55.87659584414528, 37.508554361401494 55.87125110915044, 37.50600276672797 55.85854665754568));1.36437;13.599644812218095;западное дегунино;45277577000;7.26;38.8;59;23;28;4;20;1.594424897563003;1.1326857671282202;82;4;81;86;0.7493934083119693;12366;25667;38744;124003;105699;84960;290;541;2.0756105450428595;82400;53120;6524;50.85;240;5716;147935;29333;29;30;82;21.65;19.0;11057;82400;40.62;11.7;9.7;13.91;10.0;-2.0;19256;20290
50098;214;Hexagon_7;8711aa72affffff;8611aa72fffffff;37.51110759085076;55.883955332563644;POLYGON ((37.49176949152315 55.878607857360414, 37.508554361401494 55.87125110915044, 37.5278938662778 55.87659584414528, 37.53045382934375 55.889300552715525, 37.513662456637235 55.896659326466256, 37.49431762397014 55.891311365265565, 37.49176949152315 55.878607857360414));1.36437;15.998668258630104;западное дегунино;45277577000;7.26;38.8;64;20;13;6;12;1.4592906264632588;0.9584210612458672;84;3;87;76;0.7001072744319221;10893;26297;33574;107464;84283;75434;242;464;2.4141191590929956;82400;53120;6524;50.85;240;5716;147935;29333;29;30;82;21.65;19.0;11057;82400;40.62;11.7;9.7;13.91;10.0;-2.0;19256;20290
50602;195;Hexagon_7;8711aa714ffffff;8611aa717ffffff;37.47397816656803;55.789676975883424;POLYGON ((37.4546951771756 55.78433068939759, 37.47144304470199 55.7769716763332, 37.490727441786284 55.78231522976484, 37.49326926048486 55.79502102281719, 37.47651490933516 55.80238205609343, 37.45722522339419 55.79703527526991, 37.4546951771756 55.78433068939759));1.36437;10.015915106954711;щукино;45283587000;5.86;41.3;67;26;30;10;16;1.656769672955921;1.1324218468689644;93;8;100;83;0.9830095973172639;32240;22981;53186;170210;151663;128894;170;316;0.7128101736972705;109800;83412;28020;30.7;343;106321;216458;36364;104;51;86;13.58;19.6;14340;109800;56.53;11.3;7.0;12.42;16.6;-4.3;69867;65413
50603;220;Hexagon_7;8711aa733ffffff;8611aa737ffffff;37.4597568875112;55.80973964141896;POLYGON ((37.44046861392523 55.804390127159195, 37.45722522339419 55.79703527526991, 37.47651490933516 55.80238205609343, 37.479053274548484 55.81508691564444, 37.46229017106916 55.82244378652652, 37.44299519667469 55.81709377802874, 37.44046861392523 55.804390127159195));1.36437;11.838343373213746;щукино;45283587000;5.86;41.3;35;14;18;5;12;1.0113348903472255;0.7374218468689646;49;8;82;29;0.7468834978272795;34521;38735;21095;67508;71330;57863;146;379;1.1220706236783407;109800;83412;28020;30.7;343;106321;216458;36364;104;51;86;13.58;19.6;14340;109800;56.53;11.3;7.0;12.42;16.6;-4.3;69867;65413
51539;32;Hexagon_7;8711aa099ffffff;8611aa09fffffff;37.35913176568911;55.853812703664836;POLYGON ((37.33985205830958 55.84844679838875, 37.35663063049763 55.84111264746981, 37.3759117765499 55.846475822059624, 37.37841961104911 55.85917637667159, 37.361634502228625 55.86651253652231, 37.34234809585392 55.861146131993806, 37.33985205830958 55.84844679838875));1.36437;19.79773749106286;митино;45283559000;7.01;37.3;115;29;31;8;18;2.2247237225441094;1.3247237225441095;144;3;63;19;0.4312847450505931;10880;18748;36799;117761;109142;104701;184;350;1.7231617647058823;190800;64224;2003;80.69;214;29;140397;30476;110;39;76;18.89;20.0;15223;190800;52.29;5.7;11.8;13.84;11.2;6.1;33759;34362
51540;34;Hexagon_7;8711aa09bffffff;8611aa09fffffff;37.37340554642146;55.833775044492924;POLYGON ((37.354131095127215 55.82841236925225, 37.3709009191343 55.82107404528703, 37.3901768044012 55.82643399021467, 37.3926881267551 55.83913548793471, 37.3759117765499 55.846475822059624, 37.35663063049763 55.84111264746981, 37.354131095127215 55.82841236925225));1.36437;17.860364444824555;митино;45283559000;7.01;37.3;66;30;57;12;18;2.0707552655961132;1.5542335264656781;96;3;56;23;0.416145045146683;12833;18198;22529;72095;77033;70739;261;435;1.4180628068261514;190800;64224;2003;80.69;214;29;140397;30476;110;39;76;18.89;20.0;15223;190800;52.29;5.7;11.8;13.84;11.2;6.1;33759;34362
52105;217;Hexagon_7;8711aa730ffffff;8611aa737ffffff;37.42370833982491;55.81174153078768;POLYGON ((37.404429599766345 55.806387047865506, 37.421188453043605 55.79903837592672, 37.44046861392523 55.804390127159195, 37.44299519667469 55.81709377802874, 37.42622983849052 55.824444465159175, 37.40694440276016 55.81908948539312, 37.404429599766345 55.806387047865506));1.36437;13.918160869606716;покровское-стрешнево;45283569000;5.8;41.3;34;12;13;4;22;1.0358959519062032;0.7698089953844642;46;4;50;25;0.4408913017261166;32010;34471;4426;14164;12984;12353;151;345;1.0768822243049048;57800;71910;16061;41.7;602;26363;167286;33333;90;25;63;17.02;19.4;4519;57800;48.96;12.1;6.9;11.17;-3.9;-5.2;20796;22658
52106;218;Hexagon_7;8711aa731ffffff;8611aa737ffffff;37.44552339585688;55.82979720747425;POLYGON ((37.42622983849052 55.824444465159175, 37.44299519667469 55.81709377802874, 37.46229017106916 55.82244378652652, 37.46482507561248 55.835147709274416, 37.44805321301367 55.84250041417809, 37.42875295057777 55.83714717772407, 37.42622983849052 55.824444465159175));1.36437;13.839603718062538;покровское-стрешнево;45283569000;5.8;41.3;53;12;36;5;3;1.1092239570212927;0.6944413483256406;65;6;67;34;0.6192754550653372;19943;24121;16281;52126;52913;41606;183;435;1.2094970666399238;57800;71910;16061;41.7;602;26363;167286;33333;90;25;63;17.02;19.4;4519;57800;48.96;12.1;6.9;11.17;-3.9;-5.2;20796;22658
52107;222;Hexagon_7;8711aa735ffffff;8611aa737ffffff;37.40946081462685;55.83179170204812;POLYGON ((37.3901768044012 55.82643399021467, 37.40694440276016 55.81908948539312, 37.42622983849052 55.824444465159175, 37.42875295057777 55.83714717772407, 37.41197883690115 55.844493696513815, 37.3926881267551 55.83913548793471, 37.3901768044012 55.82643399021467));1.36437;15.81513794231922;покровское-стрешнево;45283569000;5.8;41.3;12;1;15;0;2;0.3964671369019408;0.3025540934236799;13;4;52;40;0.4947348969659718;19633;23967;8096;25912;20998;17208;198;498;1.2207507767534254;57800;71910;16061;41.7;602;26363;167286;33333;90;25;63;17.02;19.4;4519;57800;48.96;12.1;6.9;11.17;-3.9;-5.2;20796;22658
52626;53;Hexagon_7;8711aa44affffff;8611aa44fffffff;37.4445911405033;55.73351017504181;POLYGON ((37.42534297641665 55.72816364583108, 37.44206916070719 55.72080451032804, 37.4613187354151 55.726148311106634, 37.46384738908876 55.73885447482936, 37.4471147305144 55.74621562662404, 37.42785989283999 55.740868597571826, 37.42534297641665 55.72816364583108));1.36437;11.290819981236812;фили-давыдково;45268597000;6.29;42.1;36;18;9;6;8;1.0121184390864568;0.7303793086516742;54;8;90;51;0.8456934616087859;39883;40684;31435;100702;113641;93094;166;289;1.0200837449539903;114700;95053;4258;54.22;181;3572;200000;36667;73;14;75;32.45;18.5;16510;114700;47.29;10.0;6.2;13.13;1.2;-3.8;24509;25877
52627;65;Hexagon_7;8711aa459ffffff;8611aa45fffffff;37.45879169494623;55.71344193463806;POLYGON ((37.4395487895952 55.70809863380119, 37.456266266148695 55.70073534674267, 37.47551057748039 55.70607591952654, 37.478042675920825 55.71878300653159, 37.4613187354151 55.726148311106634, 37.44206916070719 55.72080451032804, 37.4395487895952 55.70809863380119));1.36437;11.130026114049189;фили-давыдково;45268597000;6.29;42.1;41;14;8;5;8;0.9633567170063203;0.6424871517889291;55;7;71;35;0.6801108534882183;27582;26331;35738;114444;114891;97164;145;343;0.9546443332608223;114700;95053;4258;54.22;181;3572;200000;36667;73;14;75;32.45;18.5;16510;114700;47.29;10.0;6.2;13.13;1.2;-3.8;24509;25877
52628;263;Hexagon_7;8711aa7a4ffffff;8611aa7a7ffffff;37.480576390552955;55.73148988117648;POLYGON ((37.4613187354151 55.726148311106634, 37.478042675920825 55.71878300653159, 37.49730173325444 55.72412184643196, 37.49984212685588 55.73682921748599, 37.48311172291468 55.74419654214166, 37.46384738908876 55.73885447482936, 37.4613187354151 55.726148311106634));1.36437;9.149451137207858;фили-давыдково;45268597000;6.29;42.1;51;14;28;11;3;1.2083087630421259;0.8091783282595173;65;10;84;56;0.9217474353338443;41318;35740;34740;111204;93790;84721;119;255;0.864998305823128;114700;95053;4258;54.22;181;3572;200000;36667;73;14;75;32.45;18.5;16510;114700;47.29;10.0;6.2;13.13;1.2;-3.8;24509;25877
53711;64;Hexagon_7;8711aa458ffffff;8611aa45fffffff;37.43703002563843;55.695392546779736;POLYGON ((37.417801855207244 55.69004752268454, 37.4345128673098 55.68268625058223, 37.453742447491 55.68802854873943, 37.456266266148695 55.70073534674267, 37.4395487895952 55.70809863380119, 37.4203139591257 55.70275310706947, 37.417801855207244 55.69004752268454));1.36437;13.261144263485665;очаково-матвеевское;45268579000;6.07;39.2;4;2;17;2;2;0.46586137096923386;0.4345570231431469;6;3;39;9;0.3066339948103684;10788;7919;3709;11868;7544;6788;119;298;0.7340563589173156;128900;64435;18772;40.79;236;19314;179647;33750;54;0;50;27.23;18.1;7405;128900;40.78;8.6;7.4;11.97;20.9;-1.2;22929;21768
53712;66;Hexagon_7;8711aa45affffff;8611aa45fffffff;37.45122023744352;55.67532154194741;POLYGON ((37.4319973130842 55.66997974652721, 37.44869963447861 55.66261432768573, 37.4679239639586 55.66795339754555, 37.47045122303239 55.68066111371393, 37.453742447491 55.68802854873943, 37.4345128673098 55.68268625058223, 37.4319973130842 55.66997974652721));1.36437;13.797647813303431;очаково-матвеевское;45268579000;6.07;39.2;62;20;27;8;16;1.5310979438592593;1.0458805525549117;82;5;65;72;0.6859032837841519;8014;6153;27140;86848;90571;75854;154;334;0.7677813825804841;128900;64435;18772;40.79;236;19314;179647;33750;54;0;50;27.23;18.1;7405;128900;40.78;8.6;7.4;11.97;20.9;-1.2;22929;21768
54379;165;Hexagon_7;8711aa6abffffff;8611aa6afffffff;37.884884451345435;55.74668833587402;POLYGON ((37.86550296245653 55.74140031343108, 37.88221637752318 55.73396912348333, 37.90159917593557 55.73925439441466, 37.90427399758502 55.751974071542215, 37.887554230448856 55.759407324409736, 37.868165993918744 55.754118836386425, 37.86550296245653 55.74140031343108));1.36437;16.616209719875332;новокосино;45263579000;6.3;39.2;62;8;5;10;4;1.1461465542884062;0.6609291629840582;70;0;34;26;0.21288713134747583;8783;21207;10684;34188;28098;27659;171;316;2.414550836843903;107300;58937;1472;57.25;121;111;141666;29091;49;66;85;20.39;15.8;29902;107300;45.89;6.2;9.6;10.46;10.4;3.4;26260;29737
54793;30;Hexagon_7;8711aa093ffffff;8611aa097ffffff;37.293878612089856;55.799611995856395;POLYGON ((37.27464333988498 55.794240931363554, 37.2914022997061 55.78691279175084, 37.3106390218145 55.79228113194918, 37.31312200532065 55.8049808425529, 37.2963565076503 55.81231098335668, 37.27711456464966 55.80693941153411, 37.27464333988498 55.794240931363554));1.36437;21.117848758109638;кунцево;45268562000;6.33;41.6;2;1;1;0;0;0.24269168420797932;0.22703951029493585;3;0;0;0;0.0;1929;3192;0;0;0;0;35;147;1.6547433903576982;151000;73257;13908;41.32;192;56771;187500;35000;89;38;76;17.91;20.6;9144;151000;47.5;9.9;10.9;12.47;7.1;1.0;26791;33899
54794;55;Hexagon_7;8711aa44cffffff;8611aa44fffffff;37.39438644589325;55.75557511536232;POLYGON ((37.37514253981824 55.75022040358659, 37.39187966431075 55.742871593222155, 37.41112499408296 55.74822357793282, 37.41363844866145 55.760927601579255, 37.39689482870403 55.76827842321352, 37.37764424993506 55.76292320909928, 37.37514253981824 55.75022040358659));1.36437;14.204310885398826;кунцево;45268562000;6.33;41.6;18;15;11;3;3;0.7327375068848762;0.5918679416674848;33;2;52;27;0.37064707003668534;31647;24362;21618;69193;63771;58062;72;164;0.7698044048409012;151000;73257;13908;41.32;192;56771;187500;35000;89;38;76;17.91;20.6;9144;151000;47.5;9.9;10.9;12.47;7.1;1.0;26791;33899
54795;57;Hexagon_7;8711aa44effffff;8611aa44fffffff;37.40861314373124;55.73551934038329;POLYGON ((37.389374482433404 55.730167858109915, 37.40610289608054 55.72281489024808, 37.42534297641665 55.72816364583108, 37.42785989283999 55.740868597571826, 37.41112499408296 55.74822357793282, 37.39187966431075 55.742871593222155, 37.389374482433404 55.730167858109915));1.36437;13.474326062589574;кунцево;45268562000;6.33;41.6;63;29;25;12;31;1.871578086595021;1.3785346083341512;92;3;97;56;0.6779142076864125;21109;16255;40872;130925;138440;110454;145;208;0.7700506892794543;151000;73257;13908;41.32;192;56771;187500;35000;89;38;76;17.91;20.6;9144;151000;47.5;9.9;10.9;12.47;7.1;1.0;26791;33899
54796;71;Hexagon_7;8711aa468ffffff;8611aa46fffffff;37.34414892138619;55.777609062458225;POLYGON ((37.324909312586975 55.77224617224292, 37.341657362285275 55.764907693854575, 37.360898407875816 55.77026785838399, 37.363396639054336 55.782969730990324, 37.3466420727026 55.79031021561501, 37.327395792140045 55.78494682056511, 37.324909312586975 55.77224617224292));1.36437;17.54815920497226;кунцево;45268562000;6.33;41.6;8;1;0;0;0;0.2845011471235804;0.22189245147140646;9;0;4;0;0.01566265060240964;5222;4479;3515;11257;9092;7695;13;85;0.8577173496744542;151000;73257;13908;41.32;192;56771;187500;35000;89;38;76;17.91;20.6;9144;151000;47.5;9.9;10.9;12.47;7.1;1.0;26791;33899
54797;76;Hexagon_7;8711aa46dffffff;8611aa46fffffff;37.32988386089858;55.79764725305433;POLYGON ((37.3106390218145 55.79228113194918, 37.327395792140045 55.78494682056511, 37.3466420727026 55.79031021561501, 37.349136817751784 55.803011152009724, 37.33237352037726 55.81034746839595, 37.31312200532065 55.8049808425529, 37.3106390218145 55.79228113194918));1.36437;18.875192263620715;кунцево;45268562000;6.33;41.6;5;2;0;0;0;0.2767091607638191;0.23757872598121038;7;0;2;0;0.00783132530120482;7669;7324;4;12;11;11;86;156;0.9550136914852002;151000;73257;13908;41.32;192;56771;187500;35000;89;38;76;17.91;20.6;9144;151000;47.5;9.9;10.9;12.47;7.1;1.0;26791;33899
55723;123;Hexagon_7;8711aa621ffffff;8611aa627ffffff;37.69184922661158;55.87375821305621;POLYGON ((37.672463544245026 55.868435781613506, 37.6892368302433 55.861048043494, 37.70862387538985 55.86636772606204, 37.71124303086418 55.87907836763262, 37.69446329732593 55.88646815026991, 37.67507085608723 55.88114524597451, 37.672463544245026 55.868435781613506));1.36437;14.04541549729384;лосиноостровский;45280565000;6.04;43.6;76;35;24;6;38;1.956513598253412;1.3617309895577596;111;3;110;108;0.8883270245982315;22534;54879;66513;212854;118637;103923;226;354;2.4353865270258277;82900;57582;2367;64.21;211;1000;149329;29787;93;19;73;26.38;18.1;14958;82900;47.33;11.4;8.2;10.19;13.3;-3.2;20828;23021
56153;125;Hexagon_7;8711aa623ffffff;8611aa627ffffff;37.706006397262385;55.85365685251829;POLYGON ((37.686626106623784 55.84833764290752, 37.703390594881945 55.84094574832616, 37.7227722436669 55.846262209467746, 37.72539480078548 55.858973785773316, 37.70862387538985 55.86636772606204, 37.6892368302433 55.861048043494, 37.686626106623784 55.84833764290752));1.36437;12.304807155540866;ярославский;45280597000;5.97;39.2;14;6;3;3;5;0.5835501677988462;0.47398495040754185;20;2;7;29;0.20057722008473028;14748;32458;7916;25331;19163;17774;102;288;2.200840791971793;97500;70762;5971;48.89;202;7587;141026;29744;85;15;52;25.0;15.0;12248;97500;37.67;9.8;7.0;14.06;5.2;-2.8;20025;21059
56492;100;Hexagon_7;8711aa600ffffff;8611aa607ffffff;37.75629276810684;55.83146257027492;POLYGON ((37.73690841621866 55.82615160738085, 37.753661746038475 55.81874936258395, 37.77304744288779 55.82405757570241, 37.77568522036024 55.83677125297497, 37.758925474899065 55.844175548444916, 37.73953436782466 55.83886411512522, 37.73690841621866 55.82615160738085));1.36437;12.104757745564582;метрогородок;45263581000;5.94;40.7;12;2;3;2;6;0.45740039167296437;0.36348734819470346;14;1;35;18;0.23436817985535946;10770;13783;12470;39908;27625;25237;75;272;1.2797585886722378;38400;73565;9563;25.11;208;17636;147500;30000;84;0;85;21.1;15.3;1410;38400;40.27;7.5;7.8;11.85;9.2;0.3;19808;20127
56493;104;Hexagon_7;8711aa604ffffff;8611aa607ffffff;37.72015136529056;55.83355040288967;POLYGON ((37.70077646665065 55.828234414810495, 37.717532164056124 55.82083836736442, 37.73690841621866 55.82615160738085, 37.73953436782466 55.83886411512522, 37.7227722436669 55.846262209467746, 37.703390594881945 55.84094574832616, 37.70077646665065 55.828234414810495));1.36437;10.822543237101023;метрогородок;45263581000;5.94;40.7;0;1;4;0;0;0.24544813250842895;0.24544813250842895;1;2;11;3;0.13648526946014605;741;422;913;2922;2060;1352;78;248;0.5695006747638327;38400;73565;9563;25.11;208;17636;147500;30000;84;0;85;21.1;15.3;1410;38400;40.27;7.5;7.8;11.85;9.2;0.3;19808;20127
56494;105;Hexagon_7;8711aa605ffffff;8611aa607ffffff;37.74216200116523;55.851576392972916;POLYGON ((37.7227722436669 55.846262209467746, 37.73953436782466 55.83886411512522, 37.758925474899065 55.844175548444916, 37.76155986802269 55.85688829576755, 37.744791317845355 55.86428843959799, 37.72539480078548 55.858973785773316, 37.7227722436669 55.846262209467746));1.36437;13.257375682570057;метрогородок;45263581000;5.94;40.7;0;0;0;0;0;0.2091736227045074;0.2091736227045074;0;1;0;0;0.042105263157894736;427;243;0;0;0;0;18;149;0.5690866510538641;38400;73565;9563;25.11;208;17636;147500;30000;84;0;85;21.1;15.3;1410;38400;40.27;7.5;7.8;11.85;9.2;0.3;19808;20127
56495;124;Hexagon_7;8711aa622ffffff;8611aa627ffffff;37.68401705415774;55.835627012620996;POLYGON ((37.66465162083483 55.830306005424006, 37.68140967125196 55.82291615395883, 37.70077646665065 55.828234414810495, 37.703390594881945 55.84094574832616, 37.686626106623784 55.84833764290752, 37.66725392821049 55.84301616001449, 37.66465162083483 55.830306005424006));1.36437;9.904534774216357;метрогородок;45263581000;5.94;40.7;8;4;2;4;6;0.4923215340429558;0.4297128383907819;12;4;37;15;0.35931284064251845;9101;21884;3923;12554;9612;8196;133;339;2.4045709262718384;38400;73565;9563;25.11;208;17636;147500;30000;84;0;85;21.1;15.3;1410;38400;40.27;7.5;7.8;11.85;9.2;0.3;19808;20127
56496;131;Hexagon_7;8711aa62effffff;8611aa62fffffff;37.72801903824881;55.87168513048106;POLYGON ((37.70862387538985 55.86636772606204, 37.72539480078548 55.858973785773316, 37.744791317845355 55.86428843959799, 37.74742231947205 55.87700025367466, 37.730644957661276 55.88439624226564, 37.71124303086418 55.87907836763262, 37.70862387538985 55.86636772606204));1.36437;14.71667961982516;метрогородок;45263581000;5.94;40.7;23;13;12;1;10;0.7873598972143113;0.6073598972143114;36;0;42;43;0.2963596718160988;9612;21362;15893;50864;38218;34751;83;209;2.222430295464003;38400;73565;9563;25.11;208;17636;147500;30000;84;0;85;21.1;15.3;1410;38400;40.27;7.5;7.8;11.85;9.2;0.3;19808;20127
57195;275;Hexagon_7;8711aa7b2ffffff;8611aa7b7ffffff;37.53724982917734;55.651157019117434;POLYGON ((37.51801326534114 55.645828357413215, 37.53470240094685 55.63844647762574, 37.55394034850923 55.64377241069621, 37.55649443872799 55.6564834490068, 37.53979888088513 55.66386735375602, 37.52055565532708 55.658538194401515, 37.51801326534114 55.645828357413215));1.36437;12.608247805927302;коньково;45293566000;5.76;41.5;58;33;39;14;14;1.7899539940822087;1.336040950603948;91;6;83;41;0.7033984501130126;45355;22800;37460;119925;107738;85082;221;498;0.5027009150038585;156100;66752;41482;26.25;285;32745;165145;34375;106;49;88;16.43;19.5;21756;156100;52.21;12.8;7.8;9.85;15.7;-5.0;28818;30043
57778;22;Hexagon_7;871181b6cffffff;861181b6fffffff;37.659176803173374;55.624822971756096;POLYGON ((37.63991731260512 55.619512437057885, 37.65659089294932 55.61210794247313, 37.675851737451396 55.6174157437894, 37.67844432043397 55.630131262189785, 37.66176436068919 55.63753779424288, 37.64249819759982 55.63222676959404, 37.63991731260512 55.619512437057885));1.36437;14.602438871495092;царицыно;45296590000;5.1;41.8;55;21;24;7;19;1.3767294649223554;0.94629468231366;76;3;84;33;0.5564584459893174;26057;52967;36059;115388;81190;75800;132;425;2.0327359250873087;128600;73829;8052;58.96;237;715;152778;31579;52;26;73;20.83;14.6;15298;128600;33.47;11.3;10.8;8.57;34.5;-0.5;23267;25419
58417;7;Hexagon_7;871181b45ffffff;861181b47ffffff;37.687332745352265;55.58457204353847;POLYGON ((37.66808388369505 55.579267955428485, 37.68474009448347 55.57185521634761, 37.70399030096902 55.57715657187145, 37.706589616042 55.58987388839464, 37.68992704627678 55.597288667357276, 37.670671520645485 55.591984089082786, 37.66808388369505 55.579267955428485));1.36437;19.34209739186752;бирюлёво восточное;45296553000;6.19;39.0;42;14;7;4;18;1.1310273978939038;0.8023317457199908;56;0;54;34;0.31574026166013747;13680;24192;29950;95839;78265;69961;160;309;1.768421052631579;153300;60472;4859;45.68;127;2129;132051;27234;53;36;62;21.2;17.6;10439;153300;34.54;8.7;8.8;13.03;19.2;0.1;28507;32284
58418;24;Hexagon_7;871181b6effffff;861181b6fffffff;37.67326080471007;55.60470001897841;POLYGON ((37.654006628455 55.59939270771942, 37.670671520645485 55.591984089082786, 37.68992704627678 55.597288667357276, 37.69252299882209 55.61000508647751, 37.675851737451396 55.6174157437894, 37.65659089294932 55.61210794247313, 37.654006628455 55.59939270771942));1.36437;16.96642037538795;бирюлёво восточное;45296553000;6.19;39.0;30;11;11;2;9;0.8693937661803488;0.6346111574846967;41;2;53;22;0.35922530937440433;4977;10085;19241;61571;52929;45882;175;373;2.0263210769539883;153300;60472;4859;45.68;127;2129;132051;27234;53;36;62;21.2;17.6;10439;153300;34.54;8.7;8.8;13.03;19.2;0.1;28507;32284
58959;160;Hexagon_7;8711aa6a4ffffff;8611aa6a7ffffff;37.732674027310665;55.71703559748458;POLYGON ((37.713350265994386 55.71172891111724, 37.730058095750316 55.70432038379998, 37.74938320004813 55.70962432796144, 37.75200584585021 55.72234001976609, 37.735291629217684 55.72975059358765, 37.71596115388129 55.724443428261544, 37.713350265994386 55.71172891111724));1.36437;8.163610838527369;текстильщики;45290590000;6.01;41.5;42;18;28;6;17;1.259095706185501;0.930400054011588;60;7;71;127;0.9623194424452735;65482;66565;23416;74941;59628;45060;165;502;1.016538896185211;104700;78964;7302;55.45;275;6230;149148;31828;43;32;78;21.23;15.4;17705;104700;38.4;9.4;10.0;11.58;3.8;0.6;22046;24317
